text,time,post_url,user_id,likes,comments,link,images,video,label
"به په له
شەقامی 100 مەتری سلیمانی دەستی پیکرد",2020-06-06 08:52:04,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3648119258538583,884171251600078.0,126,8,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/102396787_3648117128538796_8072845060217729885_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=110474&_nc_ohc=J_4tjpZ8OFQAX8A9qLg&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=a8a5ee421743b3ad7ac76774fa2ca8cb&oe=606DC88B'],,1
"پەخشان و مامۆستای بیرکاری نیو ڤێرژن
ئەڵێن ڕۆژێک پەخشان و مێردەکەی دانیشتوون و پەخە بە مێردەکەی ئەڵێ پیاوەکە لەدەرسی بیرکاری زۆر باش نیم با بچمە لای مامۆسایەکی زیرەک مێردەکەی پاش بیرکردنەوەیەکی زۆر ڕازی ئەبێ ڕۆژێک پەخشان ئەچێبۆ دەرس کاکە لەگەڵ مامۆسا ئەبێ بە نیگا گۆڕینەوە دوو ڕۆژ ئەڕوا سەری سێیەم لەگەڵ مامۆسا ئەیقەومێنن لەو عانەیا مێڕدەکەی پێ ئەزانێ لەو کاتەش دائەنیشێتەوە بە خەمباری ئەڵێ
پەخە هاتی بۆ خوێندن دارا دوو داری
ئێستاکەش خەریکی چ کاری
ئەم جارە چویت دات بە مامۆسای بیرکاری
بەخوا ئەم جارەش بە خەجاڵەتباری
ئەڵێم ئەی پەخشانی نەعلەتی
بەخوا غەڵەتی دیسان غەڵەتی 😂😂😂

سوپاستان ئەکەین هاوڕێیان بۆ بینینی بەرهەمی زیاتر لایک و کۆمێنت بکەن هاوڕێیانیشتان invite و tagge",2018-04-16 09:24:43,https://facebook.com/komedy.raju/posts/1402912559812817,921360704634674.0,11,1,,[],,1
دواکارم لە پارتیە دڵسۆزەکان هەمووتان بنووسن سوپاس سەرۆک لەڕقی ناحەزانمان,2020-06-20 11:06:29,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3688686767815165,884171251600078.0,362,74,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/105332706_3688686701148505_7018358570019003971_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=O74uRDwQjrAAX_GPm1Y&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=9916392fd03984956217339ac91c166b&oe=606E58C0'],,1
"#بەپەلە ...

کەمێکـ پێش ئێستا لەگەڕەکی (ڕێگای بەغدا)ـی شاری كەركووكـ چوار چەکدار بەجل وبەرگی کارەباوە هەڵیان کوتاوەتە سەری ماڵی هاوڵاتیەکـ دوای بەندکردنیان لەژورێکی ماڵەکەیان سەرجەم ئامێر وپارەی ماڵەکەیان بردووە ومنداڵێکی تەمەن ۱۱ ساڵانیان کوشتووە وبەرەو شوێنێکی نەزانراو هەڵهاتوون

۲٠۱۸/٤/۱٤",2018-04-14 11:49:23,https://facebook.com/Kirkuk.Arama/posts/237075350172811,208907162989630.0,243,9,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/30706527_237075333506146_1170856510645862400_o.jpg?_nc_cat=106&ccb=1-3&_nc_sid=110474&_nc_ohc=fvyPsA2mkQIAX__3Eb6&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=76529a467be684eced07a0e355800ef5&oe=606ED467'],,1
بەیانیتان باش,2020-12-30 22:04:07,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/409442390480387,102839087807387.0,27,1,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/134159093_409442360480390_5565600963689757208_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&_nc_ohc=ioAPf1urjakAX_71Vqd&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=65213d362a62c3c36bb473b53d0b3688&oe=6072AA61'],,1
"شێخ فیگۆ دەستەكانی كەشفە
ئەم نمونە ناشرینە تەقەی لە بارەگاكان یەكێتی كردوە لە هەولێر
ئێوە ناوی دەنێن چی؟",2019-09-22 03:51:29,https://facebook.com/Kirkuk.Arama/posts/497559037457773,208907162989630.0,61,5,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/70632695_497558280791182_3575589857654734848_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=110474&_nc_ohc=y0hJkPuywGcAX_IhWmm&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=c0c119c768b6580078fb048f4e34fa71&oe=606DA003'],,1
کاتێ بەسەر ئیشێکی قۆڕەوە ئەگیرێت و هیچت پێناکرێت🤣,2020-07-05 12:11:56,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/272752567482704,102839087807387.0,27,1,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/106908714_272752550816039_6463368860527346977_o.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=vUoROy342LIAX-NFtMI&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=2f053def234f8216f8f5769880754afc&oe=6073FE8E'],,1
"جا ئەڵێن قەزافی بەچنگ ڤیاگرای ئەخوارد بۆ ئەوەی ڕۆت و عەتەرەکەی بجوڵێ🤣
دڵنیام مەسعود بەعەلاگە بیخوات,نقەی لێوە نایەت 🤣",2020-07-18 02:00:27,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/281820819909212,102839087807387.0,59,10,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/110052177_281820806575880_7984910926168877403_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&_nc_ohc=6WfY8mXrG-8AX-WqJ3B&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=1ac7067fcf598b71a7525301ad69a05f&oe=6073A2E7'],,1
هەرگیز کۆن نابێت😂,2020-10-10 11:31:40,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/videos/2792283954382510,102839087807387.0,16,1,,[],https://video.fisu1-3.fna.fbcdn.net/v/t42.9040-2/120972534_363471958030178_8343708514555790591_n.mp4?_nc_cat=102&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=KhWMTJdfYNcAX-mZlzg&_nc_ht=video.fisu1-3.fna&oh=851b7566d258e80a3dd4eb1547cbd038&oe=604CC0A4,1
ئێستا : لەقەزای سەیدسادق خۆپیشاندان دەستیپێکرد و پاسەوانانی ناوچەی پارتی تەقە لەخۆپیشاندەران دەکەن ..,2020-12-07 02:57:44,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/393791182045508,102839087807387.0,37,2,,[],,1
"نانی هەولێر دەخوات و سەلەوات لەسەر حەشدی شەعبی لێدەدات ...!!!

تەبعەن ساڵانێکی زۆر لە ریزەکانی پۆلیس بوو لەهەولێر ئەوەش وەفایەکەیەتی ئێستاش نانی حەشد دەخوات ببینن چۆن باشان و باڵایان هەڵدەدات..!",2020-12-12 08:33:27,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/4231956463488190,884171251600078.0,26,12,,[],,1
"عەمو توشی کۆرۆنا بوە
دو چارەک ڤۆدگای بەسەرا کە عەیبت نامێنێ😂",2020-10-14 08:38:10,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/349790109778949,102839087807387.0,23,4,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/121773371_349790066445620_6005418272721398946_o.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=o6O_booZqPYAX_byFm0&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=78ff4749ec5e081d3d6369dbb63dc567&oe=6070893C'],,1
"ئەوەی موچەی ئەبڕدرێ ئەم ھەزاران موچە خۆرە درۆینەیەیە ئەگەر ناموچەی فەرمانبەران ھیچی لێ کەم ناکرێتەوە و وەکوو خۆی دەمێنێتەوە
ئەمەش ھۆکاری ئەوەیە یەکێتی گڕی گرتووە و نازانی چی بکات",2020-04-01 07:03:20,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3471014972915680,884171251600078.0,66,5,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/91548618_3471014932915684_3382363689939107840_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=BzJuojKBRGsAX-iKD7j&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=75d772d7abe5f82de79acf707c8e4422&oe=606EAAB1'],,1
تڕۆ کرا,2020-08-31 12:06:42,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/315293739895253,102839087807387.0,115,7,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118670536_315293716561922_7273957733391919464_n.jpg?_nc_cat=108&ccb=1-3&_nc_sid=110474&_nc_ohc=A9cU-tWBzxcAX_fGP_A&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=72372e6608d62833929126831bd9e498&oe=60736ED8'],,1
"براۆۆۆ لە کوردە مردم بخینەوە😂😂😂

بانگخوازێکی خەلیجی محاضەرەیەک لەسەر (حەڵاڵ و حەرام) پێشکەشی ئامادەبوان ئەکات، دەڵێت : سێ کەس ئەچن دزی لە کۆشکێک ئەکەن .. هەرچی ئاڵتونی کۆشکەکە هەیە ئەیخەنە سەر پشتی کەرێک و ئەڕۆن لە ڕێگا یەکەم و دووەم لەسەر ئەوە ڕێک ئەکەون کەسی سێهەم بکوژن و ئاڵتونەکان لە بەینی خۆیان دابەش بکەن .. شەو کەسی سێهەم خەبەری ئەبێتەوە هەردووکیان ئەکوژێت و بە کەرەکەوە ئەڕوات لە ڕێگە لەسەر شاخەێک سەر ئەکەوێت قاچی ئەترازێت و بەر ئەبێتەوە ئەمرێت .. ئیتر کەرەکە ڕێگەی ماڵەوە ئەگرێت و ئاڵتونەکان ئەباتەوە بۆ ساحێبەکەی .. دانیشتوانی قاعەکە زۆر سەرسام ئەبن بە بابەتەکەو دەست ئەکەن بە چەپڵە جگە لە کوردێک دەست هەڵ ئەبڕێت .. بانگخوازەکە ئەڵێ فەرموو کوردەکە ئەڵێ باشە ئەگەر هەرسێکیان مردوون و بەس کەرەکە ماوە کێ ئەم چیرۆکەی ئاوا گێڕاوەتەوە ؟ بانگخوازەکە تۆزێک سەیری کوردەکە ئەکات بە خێسەوە ئەڵێ ئەی ڕوی بابت ڕەش بێت باشە.. کاکە 100 جارم وت با کورد لە موحاضەرەی منا حازر نەبێت😂😂

هاوڕێکەت تاگ بکە",2018-05-09 00:44:18,https://facebook.com/komedy.raju/posts/1423890681048338,921360704634674.0,24,6,,[],,1
"چۆن جەماعەت دەناسینەوە ؟،
من : کاکە خۆتان بپارێزن ئەو ڤایرۆسە بڵاودەبێتەوە
ئەوان : هههههه ئەتوو پارتی ،
من : ئەگەر چاکسازی بکرێ دۆخەکەمان باشتر دەبێ ،
ئەوان : هههههه ئەتوو پارتی ،
من : ریفراندۆم شانازییە ،
ئەوان : ههههه قسەی پارتیە ، ریفراندۆم ماری کاول کردین ،
من : هەولێر زۆر خۆش بووە ،
ئەوان : کورە سەت هەندەیان دزی ،
من: ئاڵای کوردستان بەرهەمی خوێنی شەهیدانە ،
ئەوان : کورە ئاڵای چ و قسەی قۆڕ .
من بێلایەنم بەڵام کۆرۆنا درۆیە ،
من بێ لایەنم بەڵام باچاکسازی لەخۆیانەوە بکەن ،
من بێلایەنم بەڵام ریفراندۆم بۆ دەوڵەت نەبوو ،
من بێلایەنم بەڵام کەرکوک بەهۆی ریفراندۆمەوە لەدەست چوو
من بێلایەنم بەڵام پردو تونێل و جادە چیە ؟،
من بێلایەنم بەڵام ئاڵا مۆدیلی نەمایە ،
ئیدی ئاوها جاش ئۆکتۆبەرەکان دەناسیتەوە",2020-06-01 07:45:21,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3633678383316004,884171251600078.0,36,11,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/101866017_3633677809982728_4432417575300759552_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=110474&_nc_ohc=uqVnzMab31UAX9LbTg0&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=f74d0841d1bdc539dd53892d22bf1b49&oe=60706C08'],,1
"وێنە ئەو گەنجەی لەسەر فەڕەی پاسکیل کوژرا

""ئەیمەن حەیدەر "" تەمەن ۱٦ ساڵان ئەو گەنجە هەرزەکارەی کەمێکـ پێش ئێستا لەنزیکـ بازاڕی گەڕەکی ""باروتخانە""ی شاری کەرکوکـ، لەسەر فەڕەی پاسکیل کوژرا،

بکوژ وکوژراو هاوڕێی یەکترن ودانشتووی گەڕەکی ""باروتخانە""ن دوای ئەوەی بکوژەکە داوای فەڕەیەکی پاسکیلەکەی لەکوژراوەکە کردبوو ئەویش ڕەتی کردبویەوە چەقۆیەکی لەسەر دڵی دابوو بەوهۆیەوە ئەیمەن گیانی لەدەستدا،",2020-05-17 15:51:53,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3594326927251150,884171251600078.0,68,6,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/97936391_3594326837251159_423349738046226432_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&_nc_ohc=K9Obl2jAahgAX_afoQM&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=f5bc3869078d7909a9a5ddcf7fdbeb0e&oe=606E9206'],,1
"لە کەلار نەخۆشێک لەبری پارە هێلکە بۆ دکتۆرێک دەبات..

پزیشکێک له‌ گەرمیان: ئەو نەخۆشە پارەی نەبوەو لەبری پارەی نۆرینگەکە هێلکەی کوردی بۆ هێناوم",2021-01-04 13:01:11,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/412512426840050,102839087807387.0,31,1,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/136129218_412512393506720_2254335949895367962_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=110474&_nc_ohc=raG1XfNwyRIAX-DujMp&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=1dc48487a0d5dd1805d34b18b0b4a1b5&oe=60718B73'],,1
ئەڵێ ماشەڵا سەیری ئەم میللەتە هەموی ئەڵێی مەڕی عەرەبییە🤣,2020-06-02 06:09:57,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/videos/2732155280399420,102839087807387.0,90,5,,[],https://video.fisu1-3.fna.fbcdn.net/v/t42.9040-2/101078005_250748456024040_7184488479475105792_n.mp4?_nc_cat=107&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=OfyjBamwKg0AX9f-ZLZ&_nc_oc=AQl6ZOwhCa6c4yPAvy8yEpxhi3GgqIQ6tnsPfGL7zwctbxTq4YC5bJPi6PgIhfLGNus&_nc_ht=video.fisu1-3.fna&oh=c0538636c7188fe5c5638530cc7fd87a&oe=604CBF62,1
"مەسینە هەڵگر...
جوانترین ناسناو جوانترین پێناسە",2021-02-03 12:30:56,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/430633941694565,102839087807387.0,27,0,,['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/146376270_430633911694568_1699688355478992908_n.jpg?_nc_cat=100&ccb=1-3&_nc_sid=110474&_nc_ohc=ws1-hqSW_cAAX9CVZFz&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=b2557fdaaa55ed11d98836a1132612dc&oe=607420E7'],,1
"لەکۆتایدا جەنابیان شەکرەکەی شکاندد
چاوەڕێ ئەكەین با بزانین لاهور ئەتوانێ ڕێی لێ بگرێ !
ئێوە پێتان وایە بتوانێ ڕێگر بێت لەم بڕیارە",2018-03-27 08:06:21,https://facebook.com/Kirkuk.Arama/posts/231450820735264,208907162989630.0,175,22,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/29573135_231450790735267_5647270710877958268_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=110474&_nc_ohc=usrrXHUw1TkAX8X4w78&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=0cd80c98ac333baadb9e563bb3ec54ca&oe=606D951E'],,1
"بەداخەوە حکومەت بی ئاگایە لە گەنمە

سایلۆکان راستیەکانیان وت لە کارەکانیان دوورخستەوە",2020-04-27 02:13:47,https://facebook.com/Hawal-Kurdstan-884171251600078/videos/924266338032514,884171251600078.0,84,7,,[],https://video.fisu1-3.fna.fbcdn.net/v/t42.9040-2/94698447_232684817834015_2084064032058245120_n.mp4?_nc_cat=101&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=KtxnL8eST7QAX_HpcA5&_nc_ht=video.fisu1-3.fna&oh=fa4f6fdfb33d6a0801010872b278e450&oe=60493B10,1
ئێستا خەوم بەهێمن هەورامییەوە بینی خەیاری پاک ئەکرد,2020-06-04 14:18:30,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/250034906421137,102839087807387.0,58,14,https://t.me/joinchat/AAAAAFafKgxRZ70giupF6Q,[],,1
"لاهور و شێخ جەعفەر و حاكم قادر بەسەرخۆشی ههههههههه
سەرت بەرز بێ ئەی هەڤاڵی یەكێتی
وەرە ئەم مەززانە سەركردەت بن🤦🏻‍♂️",2019-10-19 09:59:34,https://facebook.com/Kirkuk.Arama/videos/2510296455727172,208907162989630.0,37,3,,[],https://video.fisu1-3.fna.fbcdn.net/v/t42.9040-2/74382269_551023962322191_2397267156250132480_n.mp4?_nc_cat=107&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=Y6wnU7NHCtMAX99CSeF&_nc_oc=AQkHlF37yVrf2jnP71-xW4B-9QV1Dn3TIBYnkfjoXVf2-nO9GDpi3SfpoX_sAPjdnuY&_nc_ht=video.fisu1-3.fna&oh=c09743bda5f213a8b47c1896d2dc8139&oe=60492A57,1
"ئێستا شکاندنی قەدەغەی هاتوچۆ لەمەدینە سەدری بەغداد...
سەیری چۆن هێزە ئەمنییەکان ڕاودەنێن...",2020-04-02 05:47:12,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/videos/519625752085049,102839087807387.0,120,2,,[],https://video.fisu1-4.fna.fbcdn.net/v/t42.9040-2/91044544_153330779323153_7647247132327411712_n.mp4?_nc_cat=103&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=I-6rnd_AI4gAX-F_Kzw&_nc_ht=video.fisu1-4.fna&oh=ced0a9cd3566a54cf10039f7c33c4449&oe=604CC9BE,1
"عەلی تەتەر پارێزگاری دهۆک خەریکە ئەو دڵەی دەتەقێ ئەو خەڵکە ئاوا پێشوازی لەکازمی دەکات..
پێی بکرایە وەک سەردەشت وەداد تیرۆری دەکردن...

ئێوە چیتان لەکازمی کەمترە بۆ خەڵکەکەی خۆتان خۆش ناوی هەی نابوتی تیرۆریستانە...",2020-09-11 05:13:24,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/323600429064584,102839087807387.0,46,4,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/119154598_323600382397922_5543351943533957301_o.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=OgLf5I348ucAX-moUiG&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=f8b896069d0decda41816658ceb8f1f7&oe=6072F538'],,1
"🔴لەکەرکوکـ تۆمەتبارێکـ لەزیندان گیانی لەدەستدا

بەرەبەیانی ئەمڕۆ هەینی ۱٤ـی شوباتی ۲٠۲٠ تۆمەتبارێکـ کەبەمادەی ٤ـی تیرۆر لەناو بەڕێوبەرایەتی پۆلیسی کەرکوکـ دەست بەسەرکراو بووە بەناوی (محەمەد مزاحم محەمەد/لەدایکـ بووی ۱۹۷٦) خەڵکی پارێزگای سڵاحەدین، دانشتووی گەڕەکی (پەنجا عەلی) شاری کەرکوکـ بەهۆی جەڵتەت دڵ گیانی لەدەستدا.

2020/2/14",2020-02-14 00:12:38,https://facebook.com/Kirkuk.Arama/posts/601373203743022,208907162989630.0,60,0,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/86489581_601373100409699_1038684613007900672_o.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=ibptw6hln44AX9FSCvt&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=09f5c770f62fd2ff6de2682ea1dd4764&oe=606D15A3'],,1
سەرۆك لە سلێمانیەوە ...,2019-09-25 00:06:00,https://facebook.com/Kirkuk.Arama/videos/676248732868044,208907162989630.0,68,0,,[],https://video.fisu1-4.fna.fbcdn.net/v/t42.9040-2/72018793_456920201575086_4286039772683567104_n.mp4?_nc_cat=103&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=vNTmNjA6X-UAX9ddkK3&_nc_ht=video.fisu1-4.fna&oh=b2921d18e5297d07f4bf80db7fae510c&oe=60492F34,1
بێگەرد تاڵەبانی وەزیری کشتوکاڵ : ئەو تەماتەیەی لە کوردستان بەرهەم دەهێنرێت بۆ دۆشاو ناشێت.,2020-07-07 03:45:31,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3739552992728542,884171251600078.0,29,10,,"['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/107675210_3739552782728563_5381630082341697142_n.jpg?_nc_cat=104&ccb=1-3&_nc_sid=110474&_nc_ohc=YfEFKw5uqPMAX_cuJs-&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=78961a474686717ce9a829b2e6192ac7&oe=607068A3', 'https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/107420266_3739552916061883_7093897281862531821_o.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=sMym3S1yaDgAX9mEmXd&_nc_oc=AQltl1vZAspM9RgBPzzD5EvXfmLG2hAsuDknApUk3HqFdeB7bBQ7A0Li-AU14pwPxaI&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=a2c449b7e466849b1575619bcb0eac52&oe=606F866E']",,1
ترەمپ : لەچەند هەفتەی داهاتوودا سەرکەوتنی ڤاکسینی دژ بە ڤایرۆسی کۆرۆنا ڕادەگەیەنین .,2020-03-22 13:51:50,https://facebook.com/Hawal-Kurdstan-884171251600078/posts/3446470762036768,884171251600078.0,145,4,,[],,1
"دانانی بازگە لەپردێ لەلایەن پۆلیسی فیدراڵییەوە وەک ئامادەکارییەک بۆکردنەوەی رێگای کەرکوک-هەولێر
بڕیارە بازگەکە هاوبەش بێت لەنێوان پێشمەرگەو پۆلیسی فیدراڵی",2018-08-11 08:33:24,https://facebook.com/Kirkuk.Arama/posts/305145253365820,208907162989630.0,169,0,,"['https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/38897716_305145203365825_5593807217817026560_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=110474&_nc_ohc=wefXW0_EU4QAX8-vbIf&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=00b23d5dac636d680f8326add953d1fc&oe=606F4AFC', 'https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/38842642_305145213365824_4404065293589020672_n.jpg?_nc_cat=107&ccb=1-3&_nc_sid=110474&_nc_ohc=MX4_eN2DnE4AX9O5kkO&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=8f598d39d585bcc6d244ba3607c2da06&oe=606D219B', 'https://scontent.fisu1-4.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/39038091_305145173365828_6492775492419059712_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=110474&_nc_ohc=_m9nk0KdzvoAX9PeLWK&_nc_ht=scontent.fisu1-4.fna&tp=14&oh=37441a0366b6b5516fd1441d8f5ae866&oe=606F7091']",,1
ئەمشەو چوم بۆ سەرچنار لەپەنایەکەوە کۆمەڵێ تەسویرم کرد.....,2020-05-31 13:36:20,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/246985206726107,102839087807387.0,30,0,,[],,1
پێویستە ئەمیری کۆمەڵی ئیسلامی بەخێرایی بێتە سەرخەت و ڕونکردنەوە بدات...,2020-05-07 10:21:05,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/229320135159281,102839087807387.0,72,25,,['https://scontent.fisu1-3.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/95863772_229319848492643_8087180263089504256_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=110474&_nc_ohc=roZixb3bSbcAX_WB3kq&_nc_ht=scontent.fisu1-3.fna&tp=14&oh=5a217f4bfba4c4419cfe61f33c8d9294&oe=6073A7AD'],,1
"لەهەولێر سعری چرا و لەمپای ئێرانی فڕی😂
ئەزانن بۆ؟",2020-12-11 02:07:42,https://facebook.com/%D8%AA%DB%95%D9%86%D8%B2%DB%8C-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-102839087807387/posts/396544541770172,102839087807387.0,66,2,,[],,1
