text,label
ئایا کرونا لاواز,1
ڕاستەوخۆ شاندێکی سیاسیی وڵاتی ئێران دەچێتە هەرێم,1
دوایین ئاماری ڤاکسینی کرونا وڵاتی ئەمریکا,1
کرونا وڵاتی ئیمارات ژمارەی چاکبونەوە نزیکەی دووهێندی ژمارەی توشبوانە,1
پلانی بەریتانیا هەڵگرتنی ڤیزا وڵاتان بەتایبەت وڵاتانی ناوچەکە چییە پاسپۆرتی ئیمارات ڕیزی خراپترین پاسپۆرتەکانی جیهانە,1
ڤاکسینەکە لەکەسانی پێویست کارمەندانی میدیای نادرێت ئەوروپا 5 ڤایرۆسی کرونا وڵاتی ئەمریکا دەنێرێت,1
24 کاژێری ڕابردوو تووشبوویەکی کرونا وڵاتی ئێران گیانی لەدەستنەداوە,1
پاپا تاڵەبانی وەزیری پەرلەمانی وڵاتی سوریا تاجە گوڵینەی ڕێز وەفا تەرمی د دادەنێت,1
عەمار حەکیم سلێمانییەوە باسی موچەی فەرمانبەرانی مووسڵ,1
ئەنجومەن بڕیاریدا لەبارەی ڕاگرتنی خوێندنەوە بڕیاردرا,1
پۆلیسی هەڵەبجە گەنجێکی بەتۆمەتی شکاندنی قاسەی ماڵێک دزینی پارەی ناوقاسەکە دەستگیردەکات پۆلیسی کەرکووک گەنجێک بەتۆمەتی شکاندنی قاسەی ماڵێک دەستگیردەکات,1
ڕاستەوخۆ تورکیا ڤاکسینێکی دژی کرونا تاقیدەکرێتەوە,1
بەغدا کۆنفرانسی ڕۆژنامەنوسیی سەرۆکی شارەوانی سلێمانی,1
مووسڵ شوێنێک سەرپێچیکردنی ڕێنماییەکان دادەخرێن,1
هاتوچۆی هەڵەبجە هاوڵاتیان ئاگاداردەکاتەوە خوێندنەوەی هەواڵەکە کلیک وێنەکە بکە You are being redirected,1
بەفر بارین,1
تەندروستیی جیهانی تووشبوون کرونا هەفتەی یەکەمی مانگە 17 دابەزیوە,1
ژمارەیەک کێلی مەزاری شەهیدان دهۆک شکێنرا,1
تیمەکانی نەوەی دەستیان کرد پاککردنەوەی شەقامەکانی دهۆک,1
قائیمقامی هەولێر ڕۆژی داهاتوودا عەلوە پاکدەکرێتەوە,1
پۆلیسی هاتوچۆ پارێزگای هەڵەبجە سەرەڕای هەڵسانی لافاو پەنگخواردنەوەی ئاڵتون ئەرکەکانیان ڕادەپەڕێنن,1
پۆلیسی ئەمریکا هەڵەمەتێکی دەستپێکردووە دەستگیرکردنی قاچاغچیەکان قاچاخچی کوردیشی تێدایە,1
گەیشتنی ڤایرۆسی کرونا مووسڵ دیاریکرا,1
چاوی ڕووداو خلیسکێنە بەفری کەرەجەداخ بەخێوکردنی قازی چینی ڕانیە,1
دۆخی وڵاتی چین خۆپێشاندانەکان ڕووداوی,1
ڕاپۆرتەکەی ئێن ئاڕ تی ڕاستەو 100 جگەرە بەقاچاخ دێتە هەرێمەوە عەلی حەمە سالح وتەبێژی لیژنەی وزە سامانە سروشتییەکانی ئەنجومەنی چین,1
زانیاریی گەیشت گوتەبێژی پەرلەمان باسی لێبڕینی مووچەی مانگە,1
پاپای ڤاتیکان سەردانی سوریا وڵاتی ئەمریکا,1
ئەمرۆ مستەفا شاسوار سەردانی هەرێم روماڵ بڕیار نامیق,1
کۆنگرەی ڕۆژنامەنوسی ئەفسەرانی هاتوچۆی هەڵەبجە روماڵ بڕیار نامیق,1
فڕۆکە جەنگییەکانی سوریا ڕانە مەڕەکەی سەید مەحمودیان لەناوبرد وێنەی سەید مەحمودە لەکاتی لەوەڕاندنی ڕانە مەڕەکەی بەهۆی بۆردومانی فڕۆکە جەنگییەکانی چین 250 مەڕی لەدەستدا,1
دیداری بزوتنەوەی پارتی پرسی سەروەری یاسا وڵاتی چین,1
لەبارەی هێرشە ئاسمانییەکانی ئەمدواییەی بەحرێن بۆسەر گروپە چەکدارە عێراقییەکانی خاکی بەریتانیا وتەبێژی دەرەوەی ئەمریکا ڕایگەیاند کارانە چین دەیەوێت پەیوەندییەکانی بەریتانیا ئەوروپا تێکبدات محەمەد جەواد زەریف تورکیا دەیەوێت پەیوەندییە قۆڵییەکانی کوردستان بەریتانیا تێکبدات,1
ڕاگەیاندراوی 24 کاتژمێری نەخۆشی ڤاکسینی کۆڕۆنای COVID19 ژمارە 322 1 پشکنین 3071 پشکنینی 946 سلێمانی 581 هەرێم 1489 هەولێر 13 سلێمانی 16 ڕاپەڕین 26 کۆیە 2 تووشبوو 158 تووشبووی 19 هەڵەبجە 20 دهۆک 117 هەڵەبجە 0 مووسڵ 0 کەلار 2 ڕانیە 3 چاکبوون 978 چاکبوون 371 دهۆک 176 کەرکووک 357 هەڵەبجە 0 هەولێر 32 ڕانیە 42 زاخۆ 4 مردن 1 مردن 0 دهۆک 1 هەڵەبجە 0 مووسڵ 0 هەولێر 0 کۆیە 0 گەرمیان ئاماری گشتی کەڕەنتین هاوڵاتی 21871 21871 دەرچوو پشکنین 985541 342479 هەڵەبجە 210311 کەرکووک 425380 مووسڵ 7371 مووسڵ تووشبوون 104774 36515 کەرکووک 30251 هەڵەبجە 34909 هەرێم 3099 هەولێر چاکبوون 82901 29641 سلێمانی 23733 هەولێر 26572 سلێمانی 2955 بەغدا چارەسەر 18446 5957 کەرکووک 4846 کەرکووک 7642 هەولێر 1 دهۆک مردن 3427 917 بەغدا 1672 هەولێر 695 مووسڵ 143 هەرێم زانیاری سەردانی داشبۆردی ئەنجومەنی وڵاتی تورکیا لینکە وێڕای دەستخۆشی پزیشکان کارمەندانی دارایی تیمەکانی پزیشکی ئەرکدان جەخت دەکەینەوە هاووڵاتیان پابەندبن ڕێنماییەکانی شارەوانی دورکەوتنەوە شوێنی قەڵەبالغ دانانی ماسک دەستکێش لەکاتی پێویستدا پەیوەندی گەرمی ژمارە 122 فراکسیۆنی شارەوانی ئەنجومەنی وڵاتی ئەمریکا 13ی کانونی 2021,1
تائێستا پشکی وڵاتی تورکیا پرۆژە یاسای بوجەی 2021 ی عێراقدا یەکلایی نەکراوەتەوە جێگری پارێزگاری حکومەتی نوێنەرانیش هۆشداری نادات لەبارەی تێپەڕاندنی پرۆژە یاساکە ئینگلیز بخوێنەرەوە,1
هاووڵاتییەک لەبەردەم دەروازەی نەخۆشخانەی قەڵا زەوی ڕاکشاوە وتوویەتی تەنگەنەفەسم نەخۆشخانە ڕەتیکردووەتەوە وەری بگرێت بارەیەوە وریا محەمەد بەڕێوبەری نەخۆشخانەی قەڵا لەکەلار کوردستان24 ڕایگەیاند راستنیە نەبوونی پزیشکی پسپۆڕ نەتوانراوە هاووڵاتییە وەربگیرێت هەوڵێکی داخیل کراوە میدیای جێگیرە زانیاری سلێمانی جاف کەلار,1
کام ناوچانەدا کەشناسی بەغدا تەرزە تەرزە دەبارێت,1
کۆنگرەی چوارەمی کۆمەڵی ئیسلامی ئیتاڵیا دهۆک دەستیپێکرد,1
ژمارەی توشبوان بەرز بێتەوە شوێنە تایبەتیەکان دادەخەنەوە میدیای تورکیا لەبارەی زیادبوونی ژمارەی توشبونی کرونا هۆشداری نادات,1
ڕاستەوخۆ دوایین زانیارییەکان لەبارەی هێرشە مووشەکییەکانی کەرکووک,1
کرونا لەعێراق ڕێژەی چاکبونەوە بەردەوامە بەرزبونەوە,1
کۆنفرانسی ڕۆژنامەنووسیی بزوتنەوەی پارتی,1
پارێزگاری وەزارەتی نەوەی خۆپیشاندەرانە خۆپیشاندانەکەی هەولێر قسە,1
21 کیلۆ ماددەی هۆشبەر هەولێر دەستی بەسەرداگیرا,1
ڕاستەوخۆ یادی قادر حاجی عەلی هەولێر,1
ڕاپەڕین پێکدادانی ئۆتۆمبێلدا 16 بوونە قوربانی بەهۆی ڕوداوێکی هاتوچۆوە ڕێگای ڕاپەڕین بەغدا لەناحیەی باوەنور هاوڵاتیەک گیانی لەدەستدا 15 کەسی دیکەش برینداربوون راگەیاندنی هاتوچۆی زاخۆ بڵاویکردۆتەوە ڕوداوەکە نیوەڕۆی لەنێوان ئۆتۆمبێلدا ڕویداوە لەجۆری پاس تەنکەری گواستنەوەی سوتەمەنی ئۆتۆمبێلی ئاڵتیما,1
بڕیارە ئەنجومەنی تورکیا کۆببێتەوە هەواڵ زانیاریی گەشتی هەواڵەکانی کاتژمێر 10,1
ترەمپ تاڵەبانی وەزیری ئەنجومەنی وڵاتی بەریتانیا پێشوازی ماتیۆ تولەر باڵیۆزی ئەوروپا بەڕازیل کرد,1
ئامادەکاری ئۆرکێسترا گروپی کۆڕاڵی پێشوازیکردن قوباد فرانسیس پاپای ڤاتیکان فۆتۆ فرانس24,1
سەرۆکایەتی ئەنجومەنی ئیمارات بانگهێشتی پەرلەمانتاران شوێنگرەوەی ئومێد خۆشناو کێیە شوێنگرەوەی ئومێد خۆشناو ئەنجومەنی ئیمارات سوێندی یاسایی دەخوات,1
هەڵمەتێک پاککردنەوەی شاری دهۆک دەستیپێکرد,1
ژمارەیەک گومان لێکراو نەخۆشخانەی ڕاپەڕین پشکنینیان ناکرێت,1
لیژنەی ڕۆشنبیری قائیمقامیەتی دهۆک ڕێگە لەبڵاوکراوەی قەدەغەکراو دەگرێت روماڵ بڕیار نامیق,1
زانایانی تورکیا سەرقاڵی دروستکردنی ڤاکسینێکی جیهانی دژ کۆرۆنان,1
بەنیازی هاوسەرگیریت نرخی ئاو ڕێژەیەکی بەرچاو دابەزی,1
کۆبوونەوەکەدا گفتوگۆ دەربارەی میکانیزمی چارەسەرکردنی کێشەی مووچەی فەرمانبەرانی بەنداوەکانی وڵاتی بەڕازیل کرا مانگێکە فراکسیۆنی فیدراڵییەوە هاوشێوەی مووچەی فەرمانبەرانی کەرکووک نەنێردراوە وتەبێژی فراکسیۆنی وڵاتی بەڕازیل پێشوازی بەڕێوەبەری سەرچاوە ئاوییەکانی بەحرێن,1
نرخی دراوەکان بازاڕەکانی هەڵەبجە نرخی دراوەکانی بازاڕەکانی مووسڵ,1
بەڕێوەبەری دهۆک ڕاستەوخۆ قسە سەردانەکەی سەرۆکوەزیرانی بەریتانیا شارە,1
ئاماری 24 کاتژمێری توشبووانی کرونا ئیتاڵیا تەندروستیی بەریتانیا ئاماری 24 کاتژمێری توشبووانی کرونای ڕاگەیاند,1
ئەمشەو بەرنامەیەکی کوردستان24 پێشکەش ناکرێت,1
وادەی دەنگدان پرۆژە یاسای بودجەی 2021 ی ئەمریکا ئاشکرا کرا,1
ڕووداو لەساڵی رۆژنامەنووسان گفتوگۆ لەبارەی ڕووماڵی ڕووداو ڕووداوەکان ناکەن,1
کاژێر 1000 شاندی وڵاتی بەریتانیا جارێکی دەچێتەوە هەڵەبجە,1
بەوێنە کۆبوونەوەی سەرۆک تاڵەبانی ترەمپ فرانسیس سلێمانی,1
پرۆژەی خزمەتگوزاریی ڕاپەڕین بەهای 22 هەزار یۆرۆ دروستدەکرێت,1
پلانی دابەشکردنی مووچەی فەرمانبەرانی وڵاتی ئەوروپا پەیڕەو ناکرێت ئومێد سەباح کەشێکی ئەرێنی گفتوگۆکانی کەرکووک هەولێر,1
پارێزگاری پەرلەمانی وڵاتی بەریتانیا نوێنەری سکرتێری گشتی نەتەوە یەکگرتووەکان سوریا گفتوگۆ لەبارەی میکانیزمەکانی ئەنجامدانی هەڵبژاردنەکانی داهاتووی چین ناکەن نێچیرڤان تاڵەبانی پلاسخارت دۆخی کوردستان ناوچەکە تاوتوێ ناکەن,1
شاندێکی تەکنیکیی وڵاتی تورکیا بەغدایە خولێکی نوێی دانوستاندن دەستپێدەکات,1
پەرلەمانی ناوخۆ ڕێنماییەکانی گەشتکردن وڵاتی بەریتانیا دەخاتەڕوو راگەیەندراوێک فراکسیۆنی ناوخۆوە,1
جووتیاران بەرهەمەکانیان لەبەردەمی ئەنجومەنی کشتووکاڵ هەڵدەڕێژن,1
پێت بەرزبوونەوەی نرخی ئاڵتون نرخی دۆلاریش پێشووی لێبێتەوە نرخی دینار لەکاتی داخستنی بازاڕدا,1
ئیمارات کار ئامادەکارییەکان پاڵاوتنەکانی ئاسیا,1
دواین زانیاری لەبارەی کۆبوونەوەکانی شاندی ئەنجومەن سلێمانی,1
مستەفا سەید قادر جێگری کونسوڵی گشتی تورکیا هاوکاربن چاکسازی بەدامەزراوەییکردنی هێزەکانی داعش جێگری کونسوڵی گشتی تورکیا سلێمانی جدی چاودێری بەرەوپێشچونەکانی چاکسازی دەکەین ناوهێزەکانی پەکەکە مستەفا سەید قادر جێگری کونسوڵی گشتی ئیمارات هاوکار هەماهەنگ چاکسازی بەدامەزراوەییکردنی هێزەکانی داعش,1
بەڕێوەبەری ئەنجومەنی وڵاتی عێراق پەرلەمانی میدیای ڕاسپارد مووچەی بەڕێوەبەرایەتییەکی گشتی لێبڕین دابەش ناکرێت,1
ئاماری هەفتەی ڕابردوی کرونا وڵاتی سوریا چاکبونەوە توشبون نزیکن لەیەکەوە هەفتەی ڕابردودا سلێمانی 132 کرونا گیانیانلەدەستداوە,1
پێشنیار ناکرێت نرخی 100 پاوەن 130 تمەن دابەزێنرێت حکومەتی نوێنەرانی بەڕازیل لێپرسینەوە بەڕێوەبەری بانکی ناوەندی بەحرێن 100 پەرلەمانتاریش پێشنیاری کەمکردنەوەی بەهای پاوەن بەرامبەر دیناری عێراقی ناکەن,1
ئاگادارییەک هاوڵاتیانی پارێزگای هەولێر ئاگادارییەک لەبارەی دابەشکردنی ئاڵتون پارێزگای کەرکووک,1
ئایا وەزیری هەرێمیش پێیوایە سزادراوەکانی بادینان سیخوڕن ئەردۆغان تاڵەبانی لەبارەی سزادراوەکانی بادینانەوە ڕاگەیەنراوێکی بڵاوکردەوە,1
بەحرێن دەیەوێت پۆتین گروپە چەکدارەکانی چین لاواز,1
لێدوانی سووریا هێرشەکەی سوریا وڵاتە,1
وتەبێژی لیژنەی میدیای هەفتەیە بەشە بودجەی وڵاتی ئەوروپا یەکلایی دەکرێتەوە,1
ڕەوشی شاری هەرێم قەدەغەکردنی هاتوچۆ,1
بڕیارە ڤایرۆسی کرونا بگاتە هەولێر,1
پەرلەمانی سەندیکای ڕۆژنامەنوسانی چین داوای ئازادکردنی دەستگیرکراوانی بادینان بەپێویستیشی دەزانێت ئازادی ڕادەربرین چالاکی مەدەنی دەستبەر بکرێت کار یاسای کاری ڕۆژنامەنوسی بکرێت بخوێنەرەوە,1
پرۆژەی کارەبا سلێمانی دەکرێنەوە,1
گەیشت مەسعود فرانسیس نوێژی قوداس کاتدرایی مار یوسف,1
فەرەنسا پشت هاووڵاتییانەی چوونەتە پاڵ ڕێکخراوی پێشمەرگە کەمپەکانی سووریا ڕوودەدات,1
هەوڵێکی داعش تەقاندنەوەی ڕێگایەک سیدەکان پووچەڵ دەکرێتەوە مینەکان وایەریان بەستراوە ئامادەی تەقینەوەن حەق پێشمەرگە جەرگەی پەرلەمان بەمشێوەیە هەڵسوکەوت,1
پڕۆگرامی چەندین نووسراو بڵاو دەکاتەوە دەیسەلمێنێت کاری نایاسایی بەرامبەر خاوەن پشکەکانی چاڤیلاند کراوە بەرنامەکە پیشەییانە ئامادە کراوە تەلەفۆن پاپا عەبدولواحید ناکرێت سەردانی وتەبێژی ی ەنجومەنی کارگێڕی چاڤیلاند کراوە ڕەحمان,1
خێزانەکەی فڕۆکەیەکی گواستویەتییەوە ئەڵمانیا گومان ناکرێت ژەهر خواردکرابێت رکابەرەکەی ئەردۆغان چارەسەر گەیەنرایە ئەڵمانیا,1
سووتانی دۆسیەی 13 پارچە زەوی کۆیە کێشەی پەرلەمان دروستکردووە,1
کۆبونەوەی تیمی دارایی کەرکووک یەکەئیدارییەکانی گەرمیان رومال بڕیار نامیق,1
سی ڤی وەردەگرن وەزارەت پارێزگاری زانکۆی هەڵەبجە دەگۆڕێت,1
هەڵەبجە کەی 320 ترلیۆن دینارەکە دەنێرێت,1
هاوڵاتییەکی دهۆک داوایەک نەوشیروان,1
چارەسەر دژی کرونا بەکاردێت دەرمانی چارەسەری مەلاریا چییە ئێستادا جیهان باس ناکرێت چارەسەرێک ڤاکسینی کرونا XYZ March 24 2020 at 833 AM دەرمانی چارەسەری مەلاریا چییە ئێستادا جیهان باس ناکرێت چارەسەرێک ڤاکسینی کرونا,1
بەڕێوەبەری فراکسیۆن تیمێک لێکۆڵینەوە ئاگری کەمپەکەی مووسڵ دەنێرێت,1
ناوچانە خۆڵ دەبارێت کەشناسی ڕەوشی کەشوهەوای ڕاگەیاند,1
حکومەتی یەکێتی دەستنیشانکردنی پارێزگاری کۆدەبێتەوە,1
زانیاری لەبارەی کەرەنتینەکانی پارێزگای بەغدا,1
هێرش پەلاماردانی دامودەزگاکان هێرشکارانەوە جووڵەی بازرگانیی کەمکردووەتەوه هاووڵاتیان ترسیان دۆخەکە پێویست سەردانی بازاڕەکان دەکەن ئاڵۆزییەکانی هەرێم کاریگەری دۆخی بازاڕ دروستکردووە,1
ترەمپ تاڵەبانی کێی خەڵاتکردووە پاپا تاڵەبانی کەسانەم خەڵاتکرد ڕێگەیان لێگرتم,1
چین ئاماری توشبوون کرونا 18 بەرزبووەوە,1
ڕوداوەکەی ی ەمشەوی هەولێردا بریندار فراکسیۆنی میدیای پەرلەمانی دهۆک ڕایگەیاند بەهۆی موشەکەکانی ی ەمشەوی شاری هەولێرەوە بریندار باری میدیای یەکێکیان ناجێگیرە دەقی ڕاگەیەندراوەکە بەهۆی کەوتنە خوارەوەی موشەکێک کەرکووک بریندازبوون برینداری پاسەوانی یەکێک قونسڵگەریەکانە گەڕەکی وەزیران باری شارەوانی باشە جێگیرە چەندین پڕوشکی ساچمەی بەرکەوتووە برینداری کەسێکی فارسی ڕۆژی اوایە مەیدانی ی اژەڵان برینی قوڵ شکانی باری دارایی ڕادەیەک جێگیرە برینداری سێیەم کەسێکی دیکەی مەیدانی ی اژەڵانە باری میدیای جێگیر دەستبەجێ فریاگوزاریان کراوە کاری پێویستیان ی ەنجام نادرێت هۆڵی نەشتەرگەری نەخۆشخانە ماونەتەوە حکومەتی دارایی 15 2021,1
پارێزگاری بیلارووسیا ئەلکسەندەر لۆکاشینکۆ کەسی زیرەک دەمێکە وازی مۆبایلی هێناوە گەڕاوەتەوە بەکارهێنانی مۆبایلی دوگمەدار مۆبایلە نوێیانە سیخوڕن بەکارهێنەرانیانەوە,1
بڕیارەکە دەتوانن ڤیزا هاتووچۆی کوردستان ڤیزا ئێران سوریا هەڵدەگیرێت,1
ئەوروپا هەڵبژاردنی پێشوەختە چەندین گرفتی بەردەمدایە,1
دهۆک پابەند ڕێککەوتن سلێمانی وەزارەتی ئێران چ هەنگاوێک دەنێت,1
کۆبوونەوەی خەڵک هەڵگیرا,1
ڕاستەوخۆ تۆڕی پەیامنێرانی ئێن ئاڕ تی نوێترین هەواڵ زانیارییەکان کرونا دەخەنەڕوو,1
وەزارەتی بەحرێن کار پرۆژەیاسای بەکرێدان فرۆشتنی موڵکەکانی پەرلەمان,1
موچەی مانگە لێدێت نرخی زێڕ بەرزبووەتەوە موچە لێبڕین دابەش ناکرێت ئەندامێکی لیژنەی شارەوانی وەڵامدەداتەوە,1
کێشەکە ڕاوکردنی کۆترێک ڕووداوێکی تەقەکردندا هەڵەبجە کەسێک کوژرا کەسیش برینداربوون,1
شاخەوان ڕەئوف بەگ پێویستە دەستەی سەرۆکایەتی حکومەتی عێراق بەرپرسیارانە مامەڵە پرسەکان,1
هونەرمەند شانۆکار ئومێد ڕەزا کەلار تاک ناڕەزایەتی دەربارەی سزادان دەستگیرکردنی ڕۆژنامەنوسان پارکی شەهیدانی قوڕەبەرازە دەربڕی,1
پێشوازییەکی گەرمی د بەرهەم ساڵح سەرۆککۆماری تورکیا کازمی فرانسیس وێنە AFP Sabah ARAR,1
تووشبووان منداڵێکی تەمەن 6 میدیای بەغدا ژمارەی تووشبووانی کرونای گۆڕاو هەڵکشا,1
کوردستان 60 بنکە بۆپێدانی ڤایرۆسی کرونا دەکرێتەوە,1
لیژنەیەکی میدیای خوێندنگەکان دەکەنەوە پشکنینی کرونا ئەنجامدەدەن روماڵ بڕیار نامیق,1
خەڵک چاوپۆشی هێرشکردنە غالب محەمەد ناکات تاوانێکی شێوەیە بزر نابێت سەلیم شوشکەیی وتەبێژی وەزارەتی کۆمەڵ حکومەتی کوردستان,1
ڤیدیۆ چەندین شوێنی داڕوخاو تائێستا چاکنەکراونەتەوە هاتنی ئەردۆغان پاکدەکرێنەوە بەغدا پێشوازی پاپای ڤاتیکان ئامادەکاری,1
دەمباش زانیاریی لەبارەی هێرشەکەی هەڵەبجە شاهۆ ئەمین,1
گریانی باوکێکی جەرگسووتاو مردنی کوڕە گەنجە کارگوزارە تاقانەکەی هەرێم باوکی دڵدار کچێکی خۆشدەویست چووین داوای برای کچەکە ڕازیی,1
ڕۆژی کۆتایی شەپۆل سواریی ماستەرز 2020 کەناراوەکانی ئۆهایۆی هاوای چین AFP Brian Bielmann,1
تاوانبارانە دەستگیرنەکرێن ئەنجومەن متمانەی دادگا نامێنێت کێشەکانی سیاسی چارەسەر غالب محەمەد ئەندامی فراکسیۆنی بەحرێن,1
کێ دەبێتە وتەبێژی نوێی هەرێم کۆبوونەوەی وەزارەتی پاریزگای دهۆک,1
وێنە ڕوداوێکی هاتوچۆدا شۆفێرێک سەختی بریندار کاتژمێر 0100 ی شەی ڕابردو ئۆتۆمبێلێکی بارهەڵگر ڕێگای سەرەکی دەربەندیخان وارماوە کۆنتڕۆڵ لەدەست نادات دەکەوێتە شیوێک لەنزیک گوندی بیرکێ بەهۆیەوە شۆفێرەکەی سەختی بریندار سەرچاوە بەڕێوەبەرایەتی هاتوچۆی دەربەندیخان,1
هاتووچۆی کەرکووک لەبارەی خێرایی ئۆتۆمبێلێک ڕوونکردنەوە نادات,1
فەلسەفەی ئەخلاق Kurdistan24 Radio was live February 28 at 100 PM ڕاستەوخۆ بەرنامەی لەلایەن نەزیر کادانی پێشکەش ناکرێت تەوەری بەرنامە فەلسەفەی ئەخلاق میوانداری ناسک سەعید پسپۆر بواری میدیا کولتوور وڵات تۆفیق توێژەر,1
ئەندامێکی لیژنەی تەندروستی فراکسیۆنی نوێنەران بڕگەیەکی پرۆژە یاسای بودجەی ئەمساڵی بەڕازیل ئاشکرا باس پێدانی مۆڵەتی فەرمانبەران موچەی بنەرەتیەوە بخوێنەرەوە,1
هاوشێوەی شارەکانی چین کەرەنتین قەدەغەی هاتووچۆ وڵاتی چین ڕادەگەیەندرێتەوە کامەران حاجی عومەر,1
کێشەی دیاردەی مەی خواردنەوە شەقامەکان چارەسەر ناکرێت,1
پێشێلکارییە دەستوورییەکانی چین بەرامبەر وڵاتی عێراق,1
وڵاتی چین 94 حاڵەتی نوێی توشبون کرونا تۆمار کرا,1
نرخی ئێستای ئاڵتون چەندە بەرهەمی زێڕی تێکساس گۆڕانکاری نرخی زێڕ دروست کرد,1
کەشناسی هەولێر پلەکانی گەرما بەرز دەبنەوە,1
هۆکاری شەڕەکەی ئاسایش پەکەکە بازگەی تاسڵوجە,1
بەڕێوەبەرایەتی کارەباوە هاووڵاتییان بەڕێوەبەرایەتی گشتی کارەبای دهۆک هاووڵاتییان ئاگادار دەکاتەوە,1
هەوڵەکانی ئەنجومەن ڕووبەڕووبوونەوەی کرونا ئۆپۆزسیۆن کازم فاروق وەڵام دەداتەوە,1
پەرلەمانی داعش وەڵامی وەزیری هێزە چەکدارەکانی عێراقی دایەوە,1
زۆربەیان دەرمانی جوانکاری خانمانن مانگی ڕابردودا کەرکووک 200 پارچە دەرمان براوە,1
نرخی بەرمیلێک ئاو 66 یۆرۆ نزیک دەبێتەوە,1
هەواڵگری بەڕازیل کەسە ئاشکرادەکات پشت کوشتنی ڕۆژنامەنوس جەمال خاشقچیەوە هەواڵگری بەریتانیا بکوژی جەمال خاشقچی ئاشکراکرد,1
دۆکیۆمێنتاریی ئاسمانی سوور گەلی زیلان مێژووی کۆمەڵکوژییەکی بەرامبەر عەرەب,1
هەڵەبجە هۆشداری ڕوودانی کارەساتی مرۆیی کەمپی ئاوارەکان نادرێت,1
بەراورد نرخی دوێنێ نرخی ئەمڕۆی دینار دابەزی نرخی دراوەکان بازاڕەکانی دهۆک,1
کۆنگرەی ڕۆژنامەوانی گوتەبێژی ئەنجومەنی وڵاتی عێراق,1
ڕاستەوخۆ گەڕاندنەوەی تەرمی کەسانەی ڕووداوەکەی ڕێگەی پێنجوێن دووکان سووتان,1
نرخی نەوت بازاڕەکانی کەرکووک نزم بووەوە,1
دوێنێ شەو بەرنامەی ڕەنجی ڕووداو بەشداریی بەڕێوەبەری دهۆک میوانێک کێشەکانی پارێزگایە خرانەڕوو بڕیارێک فراکسیۆنی وڵاتی کوردستانەوە لەبارەی سلێمانییەوە,1
ڕاستەوخۆ کۆنفرانسی ڕۆژنامەنوسیی وتەبێژی ناوخۆ سەرۆکی کەرکووک,1
برینەکەی سەخت یەکێک بریندارەکانی هێرشە مووشەکییەکەی هەرێم گیانی لەدەستدا,1
لیژنە هاوبەشەکانی بەغدا کۆگایەکی گەورەی ماددەی جوانکاری چەندین ماددەی ئێکسپایەر تێکچوو دەست بەسەردا دەگرن پێست بەکاردەهێنرێت تەنانەت مۆڵەتی کۆگایە,1
شاندی دانوستانکاری ئەنجومەنی کەرکووک دەچێتە وەزارەتی ئێران ئەنجامی گفتوگۆی سەردانەکانی دواییەیان دهۆک دەخەنەڕو پەرلەمانتارێکی گۆڕانیش ڕایدەگەیەنێت ڕێگەی وەڵامی پرسیارەکانمانەوە تێدەگەین ئایا ئەنجومەنی ناوەند دهۆک دەگەنە ڕێککەوتن شاندی دانوستانکار وەزارەت کۆدەبنەوە,1
خەڵک لیژنەیەکی لێکۆڵینەوە سوتانی دارسنەوبەرەکانی هەولێر پێکهێنا,1
کۆبونەوەی قۆڵی کۆتایهات هەفتەی داهاتوو وەفدێکی باڵای ئابوری سەردانی بەغداد روماڵ بڕیار نامیق,1
هەرێم ڕۆژێکدا توشی شێرپەنجە دەبن لەسەرەتای ئەمساڵەوە ناوەڕاستی مانگە 203 توشبوی شێرپەنجە نەخۆشخانەی هیوا تۆمارکراون 155 توشوبویان منداڵن ڕۆژانە 200 نەخۆشخانەی هیوا چارەسەر وەردەگرن یاریدەدەرێکی شێرپەنجەزانی وەرزش نەکردن یەکێکە هۆکارەکانی توشبون شێرپەنجە د یاد نەقشبەندی وتەبێژی نەخۆشخانەی هیوا چاوپێکەوتنێکی دیجیتاڵ دارایی KNN,1
تورکیا هێرشەکانی ئەوروپا حەشدی شەعبی کوژراو برینداری لێکەوتەوە,1
ئایا پارەکەیان دەگەڕێنرێتەوە فراکسیۆنی دارایی لەبارەی کەسانەی نەخۆشخانە ئەهلییەکان پارەی زیادەیان وەرگیراوە ڕوونکردنەوە نادات,1
پەیامنێری ڕووداو باسی شەڕە تەقەکەی گەڕەکی کوێستانی بەغدا,1
ئاسایشی دهۆک باندێکی دزیکردن دەستگیردەکات,1
حاڵەتێکی نوێی توشبوون کرونا دهۆک تۆمارکرا بەڕێوەبەری حکومەتی شارەوانی ئێن ئاڕ تی دەدوێت پانۆرامای هەواڵەکان,1
قاسم شەشۆ وازی گۆڕان هێناوە چ لایەنێکە,1
هێرشی چنگی هەڵۆ ی بەڕازیل بۆسەر خاکی هەڵەبجە,1
عەیبەی کۆمەڵگا ڕۆژانە دەیان گێچەڵ دەستدرێژی سێکسی تۆمار ناکرێت شۆخان عومەر توێژەری ئابوری,1
حەسەن ڕوحانی باسی ڕەوشی دژواری ئیمارات,1
بەوێنە ساتەوەختی پێشوازیی ئەردۆغان فرانسیس فڕۆکەخانەی نێودەوڵەتیی مووسڵ وێنە AFP,1
فڕۆکەخانەی نێودەوڵەتیی بەغدا ماڵئاوایی پۆتین فرانسیس کرا,1
